title,recipe_link,img_link,ingredients,yield,nutrients,region,meal_type,subregion,total_calories,total_protein,total_fat,total_carb
"Creamy Potato, Carrot, and Leek Soup",https://www.allrecipes.com/recipe/235401/creamy-potato-carrot-and-leek-soup/,https://www.allrecipes.com/thmb/BaAbFPURCGLE4tCmg-vR0IXEQA4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1090947-ebb6b33939744568b1fee60b8e6f548a.jpg,"['2 tablespoons butter', '4 leeks, chopped', '4 celery stalks, chopped', '4 cups chicken broth', '4 cups vegetable broth', '6 large potatoes, diced', '5 carrots, chopped', '2 teaspoons salt', '1 bay leaf', '1 cup heavy whipping cream']",8 servings,"{'calories': '416 kcal', 'carbohydrateContent': '64 g', 'cholesterolContent': '51 mg', 'fiberContent': '9 g', 'proteinContent': '9 g', 'saturatedFatContent': '9 g', 'sodiumContent': '1413 mg', 'sugarContent': '9 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",european,,uk_ireland,3054.21,67.13,115.63,460.94
Creamy Roasted Parsnip Soup,https://www.allrecipes.com/recipe/154833/creamy-roasted-parsnip-soup/,https://www.allrecipes.com/thmb/OIqUi1Ss_dJaJlPAyC8Qr-T9k_g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1055457-c222f95fb71347fe89f389a286a2de72.jpg,"['2 pounds parsnips, peeled and cut into 1/2 inch pieces', '3 carrots, peeled and cut into 1/2-inch pieces', '1 tablespoon olive oil', 'sea salt and ground black pepper to taste', '1 tablespoon olive oil', '1 large onion, diced', '3 stalks celery, diced', '1 tablespoon butter', '3 cloves garlic, minced', '1 tablespoon brown sugar', '1 teaspoon ground ginger', '0.5 teaspoon ground cardamom', '0.5 teaspoon ground allspice', '0.5 teaspoon ground nutmeg', '0.25 teaspoon cayenne pepper', '4 cups chicken stock', '1 cup whole milk', '0.5 cup heavy cream']",10 servings,"{'calories': '187 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '22 mg', 'fiberContent': '6 g', 'proteinContent': '3 g', 'saturatedFatContent': '5 g', 'sodiumContent': '362 mg', 'sugarContent': '9 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",european,,uk_ireland,2093.57,52.3,105.56,250.39
Creamy Sandwich Spread,https://www.allrecipes.com/recipe/218800/creamy-sandwich-spread/,https://www.allrecipes.com/thmb/vM-kYeM8NWu6LztaEzpzM9WHFV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9168713-43ac9706f52142c1b54056c8a01560f8.jpg,"['1 (8 ounce) jar sweet pickle relish', '1 (16 ounce) jar creamy salad dressing (such as Miracle Whip®)', '0.25 cup thousand island salad dressing (such as Kraft®)']",48 servings,"{'calories': '40 kcal', 'carbohydrateContent': '3 g', 'cholesterolContent': '4 mg', 'fiberContent': '0 g', 'saturatedFatContent': '0 g', 'sodiumContent': '131 mg', 'sugarContent': '3 g', 'fatContent': '3 g', 'servingSize': '2 1/4 cups', 'unsaturatedFatContent': '0 g'}",usa,appetizer,southern,2482.2,7.51,225.01,115.43
Creamy Shrimp Pasta Primavera,https://www.allrecipes.com/recipe/277123/creamy-shrimp-pasta-primavera/,https://www.allrecipes.com/thmb/bVFPka37a279wmfP6usMBzd7Wzg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1437479-7d7395a21fcb409d9e44662fcc82f56d.jpg,"['0.5 (8 ounce) package spaghetti', '3 tablespoons olive oil', '0.25 cup chopped onions', '1 large clove garlic, minced', '0.33333334326744 cup sliced fresh mushrooms', '0.25 cup chopped red bell pepper', '1 pound uncooked medium shrimp, peeled and deveined', '1 splash white wine', '1 pinch dried oregano', '0.5 cup heavy cream, or to taste', '3 tablespoons butter', '1 tablespoon all-purpose flour', '1 pinch salt and ground black pepper to taste', '1 tablespoon freshly grated Parmesan cheese, or to taste', '1 tablespoon chopped fresh basil, or to taste']",4 servings,"{'calories': '495 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '237 mg', 'fiberContent': '2 g', 'proteinContent': '24 g', 'saturatedFatContent': '14 g', 'sodiumContent': '333 mg', 'sugarContent': '2 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,1901.94,118.2,128.56,64.88
Creamy Shrimp Étouffée,https://www.allrecipes.com/recipe/280797/creamy-shrimp-etouffee/,https://www.allrecipes.com/thmb/sm80WiTwJZ-9aGNWzxLbSxQXIrE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8285737-934d4efbfe95403d8e5e39c4a27354da.jpg,"['0.5 cup salted butter', '0.5 cup all-purpose flour', '1.25 cups chopped celery', '1 cup chopped green pepper', '1 small onion, minced', '0.5 cup chopped green onions', '1 (14.5 ounce) can seafood stock', '1 cup water', '1 tablespoon tomato powder', '1 teaspoon Cajun seasoning', '1 teaspoon salt', '0.5 teaspoon ground black pepper', '0.25 teaspoon cayenne pepper', '1 bay leaf', '2 pounds frozen shrimp, deveined and tails removed']",8 servings,"{'calories': '243 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '204 mg', 'fiberContent': '1 g', 'proteinContent': '21 g', 'saturatedFatContent': '8 g', 'sodiumContent': '730 mg', 'sugarContent': '1 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,main,southern,2971.14,324.15,127.28,120.55
Creamy Smoked Salmon Pasta,https://www.allrecipes.com/recipe/24961/creamy-smoked-salmon-pasta/,https://www.allrecipes.com/thmb/t1VpEgwWAtJiMtYoECUOELprxBw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/131597-creamy-smoked-salmon-pasta-chibi-chef-4x3-1-0411c7041ec64e36a7e27aa6986d7851.jpg,"['1 (16 ounce) package penne pasta', '6 tablespoons butter', '0.5 onion, finely chopped', '2 tablespoons all-purpose flour', '2 teaspoons garlic powder', '2 cups skim milk', '0.5 cup grated Romano cheese', '1 cup frozen green peas, thawed and drained', '0.5 cup canned mushrooms, drained', '10 ounces smoked salmon, chopped']",8 servings,"{'calories': '398 kcal', 'carbohydrateContent': '50 g', 'cholesterolContent': '40 mg', 'fiberContent': '3 g', 'proteinContent': '20 g', 'saturatedFatContent': '7 g', 'sodiumContent': '520 mg', 'sugarContent': '7 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",usa,main,jewish,2242.35,123.44,97.97,216.31
Creamy Southern Shrimp and Cheese Grits,https://www.allrecipes.com/recipe/220904/creamy-southern-shrimp-and-cheese-grits/,https://www.allrecipes.com/thmb/zM_9qfFkPw7oaj5gBEH1nwBIrPs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1054351-1325ef3bb78c4a0287fbdf0f12d6edb5.jpg,"['3.5 cups water', '1 cup quick-cooking grits', '3 ounces farmers cheese', '2 ounces goat cheese', '1 slice American cheese', '2 tablespoons butter', '2 teaspoons vegetable oil', '1 large tomato, diced', '2 green onions, sliced', '1 clove garlic, minced', '1 teaspoon bacon drippings, or to taste', '1 pound fresh shrimp - peeled, deveined, and tails removed', 'salt and ground black pepper to taste', '0.25 cup half-and-half, or more to taste', '1 tablespoon dry sherry', '1 green onion (green tops only), sliced']",6 servings,"{'calories': '255 kcal', 'carbohydrateContent': '7 g', 'cholesterolContent': '154 mg', 'fiberContent': '1 g', 'proteinContent': '20 g', 'saturatedFatContent': '10 g', 'sodiumContent': '401 mg', 'sugarContent': '1 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",usa,main,southern,1497.34,146.57,78.5,54.16
Creamy Spiced Coleslaw,https://www.allrecipes.com/recipe/64116/creamy-spiced-coleslaw/,https://www.allrecipes.com/thmb/9IPPPru04A3_bUHEINevbWMK3L8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1060100-715662fce8584f7c910e9579155c6bae.jpg,"['1 cup mayonnaise', '2 tablespoons sugar', '0.5 teaspoon salt', '0.5 teaspoon pepper', '0.5 teaspoon celery seed', '0.5 teaspoon garlic powder', '0.5 teaspoon onion powder', '2 tablespoons cider vinegar', '1 (16 ounce) package shredded coleslaw mix']",8 servings,"{'calories': '256 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '15 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '4 g', 'sodiumContent': '315 mg', 'sugarContent': '4 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",usa,"salad,side",jewish,2336.57,6.78,218.41,85.81
Creamy Sweet Potato With Ginger Soup,https://www.allrecipes.com/recipe/77935/creamy-sweet-potato-with-ginger-soup/,https://www.allrecipes.com/thmb/x7bBgppACDSUe7no-m8N0YDbn1A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/288788-d95bc51aa6e0423facc5944764ec0157.jpg,"['2 tablespoons olive oil', '1.5 pounds peeled raw sweet potatoes, cut into 1-inch chunks', '1 large onion, cut into large dice', '1 tablespoon butter', '1 pinch sugar', '3 large garlic cloves, thickly sliced', '1.5 teaspoons ground ginger', '0.5 teaspoon ground nutmeg', '0.125 teaspoon cayenne pepper', '3 cups chicken broth, homemade or from a carton or can', '1.5 cups half-and-half (or whole milk)', 'Salt and freshly ground pepper, to taste', 'Garnish: chopped honey-roasted peanuts']",8 servings,"{'calories': '194 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '38 mg', 'fiberContent': '3 g', 'proteinContent': '4 g', 'saturatedFatContent': '5 g', 'sodiumContent': '91 mg', 'sugarContent': '5 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",european,,uk_ireland,1816.44,44.43,100.26,194.94
Creamy Tater Tot Casserole,https://www.allrecipes.com/recipe/21027/creamy-tater-tot-casserole/,https://www.allrecipes.com/thmb/l4LSvL4_jdpe0Y_ecG970ufoTpA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/39039-c1147987fdeb4d8db45716ceae9c90f9.jpg,"['2 pounds tater tots, thawed', '1 (16 ounce) container sour cream', '1 (10.5 ounce) can condensed cream of chicken soup', '1 (8 ounce) package sharp Cheddar cheese, shredded', '1 cup finely chopped onion', '0.5 cup butter, softened', '0.5 teaspoon seasoning salt', '1 dash garlic powder', '3 cups cornflakes cereal', '0.5 cup butter, melted', '2 tablespoons grated Parmesan cheese, or to taste', '0.25 teaspoon paprika, or to taste']",8 servings,"{'calories': '707 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '119 mg', 'fiberContent': '4 g', 'proteinContent': '14 g', 'saturatedFatContent': '30 g', 'sodiumContent': '1267 mg', 'sugarContent': '4 g', 'fatContent': '56 g', 'unsaturatedFatContent': '0 g'}",usa,main,state_mn,5927.49,104.7,452.36,394.97
Crema de Calabazines,https://www.allrecipes.com/recipe/13221/crema-de-calabazines/,https://www.allrecipes.com/thmb/E8ThfN5Ex1dLbFRarcsL0v8ZHKI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/960941-96a47aff75944e309ab539670a9c2082.jpg,"['5 medium zucchini', '2 potatoes', '1 large onion', '1 (6 ounce) package Laughing Cow® Light Creamy Swiss wedges', '2 tablespoons chicken bouillon powder', 'salt and pepper to taste']",8 servings,"{'calories': '113 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '8 mg', 'fiberContent': '3 g', 'proteinContent': '7 g', 'saturatedFatContent': '2 g', 'sodiumContent': '832 mg', 'sugarContent': '5 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,spanish,651.31,29.42,9.94,123.66
Creole Broiled Catfish,https://www.allrecipes.com/recipe/8388158/creole-broiled-catfish/,https://www.allrecipes.com/thmb/q5XgKx3jQJ69To48NLJ0JSAeBE4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Creole-broiled-catfish.-Photo-by-Adrian-Miller-ae31ef9bd59d4b1f8fdf3011554dbeed.png,"['8 (8 ounce) fillets catfish', '0.25 cup olive oil', '1 tablespoon seasoned pepper', '1 tablespoon garlic powder with parsley', '1 tablespoon spicy seasoned salt']",8 servings,"{'calories': '362 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '105 mg', 'proteinContent': '35 g', 'saturatedFatContent': '5 g', 'sodiumContent': '991 mg', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",usa,main,southern,3144.4,337.01,184.91,12.75
Creole Chitterlings (Chitlins),https://www.allrecipes.com/recipe/104414/creole-chitterlings-chitlins/,https://www.allrecipes.com/thmb/WLnIc3pGefZGdBW7yyBsF_chQVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4884086-dd395f3f72944b17bd6ceac38a9293d5.jpg,"['20 pounds frozen cleaned chitterlings, thawed', '1 large baking potato', '2 large onions, peeled and halved', '1 green bell pepper, chopped', '3 cloves garlic', '3 stalks celery, with leaves', '1 cup apple cider vinegar', '2 tablespoons salt', '1 bay leaf', '1 teaspoon Creole seasoning to taste', '1 teaspoon red pepper flakes, or to taste']",16 servings,"{'calories': '494 kcal', 'carbohydrateContent': '7 g', 'cholesterolContent': '548 mg', 'fiberContent': '1 g', 'proteinContent': '26 g', 'saturatedFatContent': '19 g', 'sodiumContent': '947 mg', 'sugarContent': '1 g', 'fatContent': '40 g', 'unsaturatedFatContent': '0 g'}",usa,main,southern,20504.4,1078.86,1723.45,167.2
Creole Hot Water Cornbread,https://www.allrecipes.com/recipe/104412/creole-hot-water-cornbread/,https://www.allrecipes.com/thmb/Jj9dz0_TZ9rgozfqL7Dr2r3TpDE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9236965-d71c3c40f7c947a6a5742522dc2d0d32.jpg,"['1.6666666269302 cups cornmeal', '0.75 teaspoon Creole seasoning', '1 tablespoon minced onion', '1.75 teaspoons white sugar', '5 teaspoons shortening', '1.25 cups boiling water', 'lard for frying']",12 servings,"{'calories': '129 kcal', 'carbohydrateContent': '16 g', 'cholesterolContent': '4 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '31 mg', 'sugarContent': '1 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,bread,southern,1082.56,16.86,41.54,166.04
Creole Macaroni and Cheese,https://www.allrecipes.com/recipe/29100/creole-macaroni-and-cheese/,https://www.allrecipes.com/thmb/YnrpA7wI4uvu-3Y6aXFfOC3iiQE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/778090-bc5de50c9d7f4cddae6bc449706aa506.jpg,"['1 (8 ounce) package elbow macaroni', '1 cup andouille sausage, diced', '4 tablespoons butter', '0.75 cup bread crumbs', '0.5 cup grated Parmesan cheese', '1 onion, chopped', '2 stalks celery, chopped', '1 tablespoon all-purpose flour', '0.5 teaspoon paprika', '0.5 teaspoon prepared mustard', '1.5 cups milk', '1 cup grated Gruyere cheese', '1.5 cups shredded Cheddar cheese', 'kosher salt to taste', 'black pepper to taste']",8 servings,"{'calories': '481 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '77 mg', 'fiberContent': '2 g', 'proteinContent': '22 g', 'saturatedFatContent': '15 g', 'sodiumContent': '656 mg', 'sugarContent': '5 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",usa,main,southern,3508.31,160.21,236.97,182.93
Creole Okra,https://www.allrecipes.com/recipe/77400/creole-okra/,https://www.allrecipes.com/thmb/K9aayVSmgNMJ0I_MOtHcyMJLhMQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9259568-1bf86b34cf7d4e4ab407ccbd56a2857b.jpg,"['2 tablespoons olive oil', '0.5 large onion, chopped', '2 cloves garlic, minced', '0.5 green bell pepper, chopped', '1 (16 ounce) can diced tomatoes in juice', '0.375 teaspoon dried thyme', '2 tablespoons chopped fresh parsley', '0.25 teaspoon cayenne pepper', 'salt and pepper to taste', '1 (16 ounce) package frozen cut okra']",4 servings,"{'calories': '133 kcal', 'carbohydrateContent': '14 g', 'fiberContent': '5 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '185 mg', 'sugarContent': '8 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,side,southern,598.19,14.48,29.52,80.89
Creole Seasoning Blend,https://www.allrecipes.com/recipe/38214/creole-seasoning-blend/,https://www.allrecipes.com/thmb/LHk0EnptJhtJJ3saw9KenHU_Fg0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5031552-9db50e506e4c4eaebca7b833dfcc7558.jpg,"['5 tablespoons paprika', '3 tablespoons salt', '2 tablespoons onion powder', '2 tablespoons garlic powder', '2 tablespoons dried oregano', '2 tablespoons dried basil', '1 tablespoon dried thyme', '1 tablespoon black pepper', '1 tablespoon white pepper', '1 tablespoon cayenne pepper']",20 servings,"{'calories': '16 kcal', 'carbohydrateContent': '3 g', 'fiberContent': '2 g', 'proteinContent': '1 g', 'saturatedFatContent': '0 g', 'sodiumContent': '1048 mg', 'sugarContent': '1 g', 'fatContent': '0 g', 'servingSize': '1 1/4 cups', 'unsaturatedFatContent': '0 g'}",usa,,,308.43,14.04,6.85,66.53
Crepes,https://www.allrecipes.com/recipe/27188/crepes/,https://www.allrecipes.com/thmb/kAF9wdEbiwTl0yQEATI1OTgm3pk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1259466-a3f8d8db991645d8a1b58037df62590d.jpg,"['2 eggs', '1 cup milk', '0.66666668653488 cup all-purpose flour', '1 pinch salt', '1.5 teaspoons vegetable oil']",8 servings,"{'calories': '79 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '49 mg', 'fiberContent': '0 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '30 mg', 'sugarContent': '2 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",european,appetizer,french,629.85,29.26,21.95,76.34
Crisp Fried Chicken Wings,https://www.allrecipes.com/recipe/241153/crisp-fried-chicken-wings/,https://www.allrecipes.com/thmb/ebO0DgbA49hj0NpWxzbzI7Yc3wg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3046336-98aed37f897a49e7abcc7846ce7b4709.jpg,"['0.5 cup flour', '0.5 teaspoon salt', '0.5 teaspoon paprika', '0.25 teaspoon garlic powder', '0.25 teaspoon ground black pepper', '1 (5.3 ounce) can evaporated milk', '10 chicken wings', '0.5 cup olive oil', '1 pinch paprika, or to taste']",5 servings,"{'calories': '331 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '46 mg', 'fiberContent': '1 g', 'proteinContent': '15 g', 'saturatedFatContent': '6 g', 'sodiumContent': '301 mg', 'sugarContent': '3 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",usa,main,southern,2333.06,65.59,188.9,95.58
Crisp Peach Cobbler,https://www.allrecipes.com/recipe/259043/crisp-peach-cobbler/,https://www.allrecipes.com/thmb/3BrRGjqpAFBDuJS69aX7k-DWvZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4535574-crisp-peach-cobbler-Chef-John-1x1-1-3e918b8ce2424731a93eb9c4fc08c144.jpg,"['6 large fresh peaches, pitted and cut into eighths', '1 lemon, zested and juiced', '0.5 cup unsalted butter, at room temperature', '1.25 cups white sugar', '1.3333333730698 cups self-rising flour', '0.33333334326744 cup rolled oats', '0.66666668653488 cup whole milk', '0.25 cup white sugar', '2 tablespoons cold water, or as needed to wet topping sugar']",8 servings,"{'calories': '371 kcal', 'carbohydrateContent': '62 g', 'cholesterolContent': '33 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '8 g', 'sodiumContent': '279 mg', 'sugarContent': '45 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,dessert,southern,3193.18,35.72,103.38,554.72
Crispy Baked Basa,https://www.allrecipes.com/recipe/68917/crispy-baked-basa/,https://www.allrecipes.com/thmb/UBRYcgfecdC5qHhKVVFB7GL05to=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1069486-crispy-baked-basa-naples34102-4x3-1-4b1cfc69148b4806bd5efa618c06654d.jpg,"['0.25 cup mayonnaise', '1 tablespoon stone ground mustard', '1 teaspoon capers', '1 teaspoon ketchup', '0.25 teaspoon paprika', '0.25 teaspoon hot pepper sauce', '1 pound swai fish', '1.5 tablespoons olive oil', '1 cup finely crushed plain Melba toast rounds', 'salt and pepper to taste', '1 clove garlic, minced', '1 lemon, sliced']",4 servings,"{'calories': '338 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '59 mg', 'fiberContent': '2 g', 'proteinContent': '19 g', 'saturatedFatContent': '4 g', 'sodiumContent': '380 mg', 'sugarContent': '1 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",usa,,state_tx,1397.61,90.94,97.65,37.1
